id,hash,source,en,uk
df2d540d20af394c7a7b,ea00b901da45c5edee7d1ab2689e589b3ef42099,CCMatrix,But you are extraordinary.”,Ви - надзвичайні».
67075b23ad9803a84c77,79050668ea67e5002f3981ab670c7daa3a0fad94,CCMatrix,The prayers of God’s people invite and assure God’s response.,Молитва Божої Матері підтримала та надихнула людей на захист рідного міста.
adf7b75510afe4e21da7,847d7d0b13b47a8152f4025bf6c94134a4ab7f41,CCMatrix,Disease this day has false symptoms.,Хвороба цього дня має хибні симптоми.
d6e32f00e7c847efe1ea,184ba6f68a9c465352b3c635da0b3ad6b5112861,CCMatrix,May the year 1940 bring the decision.,Хай 1940 рік принесе рішення.
cbe96e9f21525d968e07,a570791ae346cd4a655e8b9babe6b5814004490c,CCMatrix,"long-term visas and residence permits, including those for the purpose of family reunion;","довгострокових віз та дозволів на проживання, у тому числі з метою возз’єднання сімей;"
c7fc0d5cb4e3b8705b89,246893396c4b46e9c2d82669a2fbaee53d35417a,CCMatrix,"Gadgets from the movies, about which you dreamed in the childhood","Гаджети з фільмів, про яких ти мріяв у дитинстві"
28dfbb5d4a26a365e763,185438f65fc3d29e1dc92041b659cf8d8981ab85,CCMatrix,Dystonia can also be classified according to whether it occurs together with another movement disorder.,"Дистонію також можна класифікувати по тому, виникає вона разом з іншим руховим розладом."
94ea0f5c31c48cdc0edc,283d585eb424d9034c4db6c3097593e815d7e9aa,CCMatrix,Environment and World Politics- Global Warming & Other Natural Threats.,Навколишнє середовище і світова політика — Глобальне потепління та інші природні загрози
a07052a1781ee11a35c6,cf9f2e0669f2afc40a602b68d10dd859a0c6bb8b,CCMatrix,"When it comes to protecting your private information, we’ve got it locked down tighter than Alcatraz.","Коли справа доходить до захисту Вашої особистої інформації ми зберігаємо її надійніше, ніж Алькатрас."
ea6cdff5ae35cd3b9fce,b0628b995da51161a4a82bf282d4667334f5239e,CCMatrix,"Sometimes you have to wait before you decide on pregnancy, some require a serious course of treatment and even surgery.","Іноді доводиться почекати, перш ніж вирішуватися на вагітність, деяким потрібно серйозний курс лікування і навіть операції."
c76f5955bf0a4d35b703,28fa659fe0e8c092af37b3d50bedb16543b94ed9,CCMatrix,That's the way we make the new economy work better for everybody.,Ось так ми змусимо економіку працювати краще для всіх.
5688c03d97bf20371e69,dcc8a1270980858a1977a37b8afe87aad1099b5c,CCMatrix,Much love and appreciation for the Academy.,Велика любов і вдячність Академії.
4314cc602bf185b43c32,d8f0435a650053ad13c06078b91535e19e426ff2,CCMatrix,"The first joy,","«Перші радощі»,"
24f222d19261135e2771,d86cee21c710e9699c77a746da3eaa3fac8c790a,CCMatrix,That agreement placed the bulk of the Golan Heights in the French sphere.,Ця угода передала більшу частину Голанських висот у французьку сферу впливу.
53325ec6f2c66e15cfe3,74ca3fa88f968d07c8a0ba8e1cdad0bb87ca2a76,CCMatrix,This is good for Ukraine's security -- energy security -- because diversification is a key component of energy security.,"Це добре для енергетичної безпеки України, адже диверсифікація – це її ключовий елемент."
88c309ad352c39025542,817493942a7e083a1fc2e76b96596bb90a4ac586,CCMatrix,"If you have sensitive feet, it is better to walk on the beach in flip-flops.","Якщо у вас чутливі ступні, краще ходити по пляжу в капцях."
fb13a324fcd2de4f021f,4ff080df6db87d5f67c65b8d235dd665c7d618eb,CCMatrix,Germany and other wealthier countries continue to insist that governments should take responsibility for their domestic banks.,"Німеччина та інші багаті країни продовжують наполягати на тому, що уряди повинні взяти на себе відповідальність за свої вітчизняні банки."
4b1f5189c927c50d5310,2127a9b574f5235d17c4e72abadcda893aeef03e,CCMatrix,December 7 – Remembrance day of victims of 1988 earthquake,7 грудня - День пам'яті жертв землетрусу 1988
d5c7ce8b7fe09712fb5d,08bbb49cd73c56f1befd84a3e78f42929423172f,CCMatrix,"When I feel I'm ready, I will take the next step, but first I have to prove myself.""","""Коли я буду готовий, зроблю наступний крок у кар'єрі, але спочатку я повинен проявити себе."
ae4aee34ab08a0ee29b0,fb6c74d9f1918fc0bebbd037cdd8a07789bb7120,CCMatrix,"Like the Apostle Paul, let yourselves be conquered by Him, assume his sentiments and his way of life (cf. Ibid., 18); let yourselves be touched by his hand, led by his voice, sustained by his grace (cf. Ibid., 40).","Як і апостол Павло, дозволяйте Йому здобути себе, приймаючи Його почуття і Його спосіб життя (пор. ibid., 18); дозвольте Його руці торкатися вас, Його голосу провадити вас, а Його благодаті підтримувати вас (пор. ibid., 40)."
65b8b4ddc4ab07fe833e,8b383df9f61ef668700db1946986fd9b7e26d334,CCMatrix,(Things you'd see ON the beach.,"Те, що люди читали б на пляжі."
089a76322d4b65956955,b6f68060cb80924cfe6f34153ca3ad491ec90e36,CCMatrix,"For instance, we cannot process your Reservation if we don’t collect your name and contact details.","Наприклад, ми не зможемо обробити ваше бронювання, якщо ми не отримаємо інформацію про ваше ім'я і контактні дані."
a0a4518d29c524b3c2dc,634eced402d1526420b8d937a7d8079d2ea07b0f,CCMatrix,"His hands belong numerous portraits of courtiers, the mistresses of the king himself, Louis XIV, whom he wrote about ten times.","Його пензлю належать численні портрети придворних, фавориток короля і самого Людовика XIV, якого він писав близько десяти разів."
fd21513ceef008f34e91,552c8256981a68859261b897beba8967ba801956,CCMatrix,There were demonstrations even after June 17th in more that 500 towns and villages.,"Вже після 17 червня, відбулися демонстрації в більш ніж 500 містах і селах."
603b570a40e07b9998fb,d410695f81b34108d5606efcc44a1fce25e62543,CCMatrix,"He has sent me to proclaim release to the prisoners and recovery of sight to the blind, to let the oppressed go free, to proclaim the year of the Lord’s favor.”","Послав Він Мене проповідувати полоненим визволення, а незрячим прозріння, відпустити на волю помучених, щоб проповідувати рік Господнього змилування»."
aa1095d234a6486025ae,484fafebc0eed98dcc4c673caa2186a05a72854c,CCMatrix,"Without health insurance, you may not be able to afford expensive medical services when you need them.","Без медичної страховки, можна навіть не в змозі дозволити собі дорогі медичні послуги, коли це необхідно."
fb3b2ec5a282201fc201,57a8c4813084fe9fd5bb8f4a133ff67e4e3c333f,CCMatrix,Jesus knew what was adequate for Thomas.,"Ісус знав, що треба для Фоми."
85e905908264966e4126,fea474e76fdb59c1c33c9b90a942ea6bddebd48c,CCMatrix,They moved to our area last year.,Вперше вони приїздили в нашу область минулого року.
c72a1654c6340ad49883,63e14c466cabbaeda76b9d297b79a2c8aa606d4b,CCMatrix,"This is a very unpleasant phenomenon, firstly, because of severe pain, and secondly, because of a completely unaesthetic appearance.","Це дуже неприємне явище, по-перше, з-за сильного болю, а по-друге, зовсім не естетичного вигляду."
019872b213e4e342b53d,0746ebc49d7a634888072e852c5e4fc28dd62b84,CCMatrix,"Label your bins, trays and file folders, and train new employees to follow your system so they'll be on board with your organizational systems from the start.","Позначте свої коробки, шухляди, лотки та папки файлів, а також навчайте нових співробітників стежити за вашою системою, щоб вони були на борту з вашими організаційними системами з самого початку."
6be4e01ec35427824f9f,3dce7e14c7575c7328380fe10d8017951475c34e,CCMatrix,‘Who needs Dad?’,«Кому потрібен батько?»
14d412ff0b8c74c49ec3,84c8ea6984c09539e31c7599467956c85563c664,CCMatrix,This is a power you have over him he doesn’t like to be reminded of.,"Це сила, у вас є більш йому, що він не любить, щоб нагадати про."
82a657cca0d44c6c6153,163f6630cd1f55d1416f2892030e72ba8e6636e6,CCMatrix,"The shape, design and finish are created as part of a specific marketing concept.","Форма, дизайн та оздоблення створюються як частина індивідуальної маркетингової концепції."
b5689abd7490b665016a,8694aabe9a1aa232e06032cae723f84492b5c7c0,CCMatrix,Do many people get up and walk out?,— І чи багато людей вибирає «встати і вийти»?
3aea1891274cec024740,6c8f578e95d5f43c4f33875eab9d5093ad040693,CCMatrix,"UpDesk says the surface works fine with both wet and dry erase markers, and cleans up easily.","UpDesk каже, що поверхня добре працює як з мокрими, так і з сухими маркерами стирання, і легко очищається."
14f97cf8f6cde44be7fa,5a3710f12b77ffbf1b4b456d0d65dcf92ee80c7b,CCMatrix,"On November 23, in central Zagreb, the Central National Victory began its session: most of it favored a monarchy and an immediate merger.",23 листопада в Загребі розпочалася сессія центрального Національного Віче: більшість його виступала за монархію й негайне злиття.
3ae37a13ba5286575586,90f24c1c91e46787ba109caed736cfedb293e45c,CCMatrix,Every house requires a foundation.,Будь-якому будинку потрібен фундамент.
23cda5e4d26231bed4e0,fab8f611c4ad7e5facbc10e7b90f9e692cdeddfb,CCMatrix,"Use of work of foreigners without permission in the established legal order is prohibited; otherwise, the company will be subject to sanctions on the part of the government and further deport a foreign worker from Ukraine.","Використання роботи іноземців без дозволу у встановленому законному порядку забороняється, інакше, на підприємство накладаються санкції з боку державної влади і надалі депортують іноземного працівника з України."
9e6d2abfba4a4e8238ae,37ace8d5baf5a707c875ac396f337b3a096d8b12,CCMatrix,"The main thing is the ritual, after which Germans and the French will “wash their hands”, having declared, at last, their political and diplomatic victory, and having got rid of the annoying “Ukrainian issue”.","Головне – ритуал, після якого німці з французами «умивають руки», оголосивши нарешті про свою політико-дипломатичну перемогу, а також позбувшись надоїдливої «української проблеми»."
880c37dae5e868845924,f5a0a53aba630dcbc03b4b3d7c1c8dfc95e4a4ae,CCMatrix,"That is why the financial sector is becoming increasingly regulated, leading to a growing need for specialists who work at the intersection of law and finance.","Саме тому фінансовий сектор стає все більш регульованим, що веде до зростаючої потреби фахівців, які працюють на перетині закону та фінансів."
7b8e485a4721548ec9a5,4a5d896ece18de4ef4bba5df48ced5ad9afcc48a,CCMatrix,Defendant as joint owner.,кооперативу як окремому власнику.
b2e060ea92d4998a3145,f6db262f97dab612d25e1f12831a8d4ba5373750,CCMatrix,"We do not attend the temple for ourselves only, however.",Ми не хочемо забрати храм тільки собі.
ea8e92367d0dd104bb5d,18fbe6e2cb0081293f50aede1a33b6891c8c4832,CCMatrix,Our loved ones go by so quickly,Спішімо любити люди так швидко відходять
b3b5eff9db24400b9ebd,e385320dfc9a15d3d199eae7c6658dc8a3dc8cad,CCMatrix,What a magic word - the Adriatic ...,Яке чарівне слово - Адріатика.
647e4d5bc3f956432be2,319dadd2e601cc6543ab9eb9d546ffa0a29c421d,CCMatrix,The implementation of surveying examination is impossible without the availability of all necessary documentation in the hands of an expert.,Здійснення геодезичної експертизи неможливе без наявності всієї необхідної документації на руках у експерта.
6e3bd103bc6cc8f001c4,4d9eb93aa149a88da90f6cb9a17802827702ec07,CCMatrix,To some new interests.,Деякі нові інтереси.
9366852e07ba375e5099,cfb927e084eb7136f3268d929503f0acc457fa5b,CCMatrix,It also becomes easier to implement any changes in the project.,А також легше внести якісь зміни у цей проект.
862b21aa88bc2783ddac,aad932c4541f26a3701a62311c1e5ff4b0dab646,CCMatrix,"In the period of postnatal depression, the woman cannot perform her daily duties.","У період післяпологової депресії, жінка не може виконувати свої щоденні обов’язки."
86fd3364a31099a73a97,7b1b1199d9074b93f3a94be770f42cec03ca106c,CCMatrix,first signature – director or other responsible person of entity;,перший підпис - директор або інша відповідальна особа юридичної особи;
8b62bd04f4c47af86a25,879a417739f6bbdf6a6dc4103bbf2dee1c3a6df4,CCMatrix,"Joint Press Statement of the Foreign Ministers of France, Germany, Russia and Ukraine, January 12th 2015, Berlin","Спільна заява міністрів Франції, Німеччини, Росії й України, 21 січня 2015 року, Берлін"
13030a3e1c41ca8dc0e1,2fbb1126373ab74cee5fe2add94a1cb1e753c326,CCMatrix,"Season 2 of ""Mr. Mercedes"" Premieres August 22 on AT&T Audience Network","Прем'єра другого сезону ""Містера Мерседеса"" відбудеться 22 серпня на AT&T Audience Network."
df2304a2531de8b1bace,76c76bb280987469d38fceee3fc9a5f775df8d7e,CCMatrix,"Consider carefully if you want your child's name to stand out or be conventional and classy, stand the test of time, or be flashy and make a statement.","Уважно обміркуйте, чи хочете ви, щоб ім'я вашої дитини виділялося або було звичайним і стильним; витримало випробування часом або було помітними і твердим."
3274986b730344b25869,33248398de2a6d36fcad0a2087278935677f5430,CCMatrix,Deciding to exclude certain companies,Виключення деяких компаній
eeda8c31970457954a42,0eb4dac1005758d358f9bedb9f05e6ff90608f2b,CCMatrix,the Sun is losing mass,Гігант втрачає масу
bae9c0cb18e350137f26,dd02bbc9c837713ec897c6d1381b0120f375b6c2,CCMatrix,"The program is mainly artistic, not engineering.","● Програма переважно художня, а не інженерна."
2d3c0dda22962b728302,5b69ba988b4260adf1f70454a43cda4d62249f26,CCMatrix,"Every picture has its own author and owner, which is not us.","У кожній фотографії та відео є власний автор і власник, якими ми не є."
d1972d33d87d60d3e4a9,e9010ca4b313bd7e8604ce3049d6f5014c11c8f2,CCMatrix,"Right before he died, Hieromartyr Maksim Sandovic managed to exclaim, “Long live Holy Russia!",За мить до смерті священномученик Максим Сандович встиг вигукнути: «Хай живе Свята Русь!
ab133fc8ef5639053239,9a4ce16b8d1e962f94e2a8945b6d773bd6b59d6d,CCMatrix,"Interestingly, not all birds can fly.","Цікаво, що не всі птахи вміють літати."
f5d092355477c5151197,52744b81b0de7b9bcb641c126f4e588ae21f5b77,CCMatrix,The concept of this workshop is to bring Indian culture to the west.,Метою такої роботи було ознайомлення західного суспільства з культурою Індії.
e15c44ecd624aa610e30,178fa37efafd58164a2f8e8ee860b580e6bcf7b3,CCMatrix,"Seriously ,where are these tools ?",І де суть цих інструментів?
bfd32513f4360e344f55,524eda58d4acaa66c5c406a5e4b03a180f795b79,CCMatrix,My mom thinks so too.,Мама теж так вважає.
5967eebb31fc6f424a32,c526a3cd729a7f1a2ff6f6c6e1ea7112870fabf4,CCMatrix,This also includes the speed of the internet.,Це також впливає на швидкість інтернету.
ab2d8b2c870168f24dea,e5f907600efedf74ecd4e16e0726e867dce24723,CCMatrix,"Moreover, decisions on advocate's activities to be abusive, with all the negative implications for such a ""procedurally active defender"" will be taken by the court at its own subjective discretion.",Вирішувати питання про дії адвоката як про зловживання з усіма негативними наслідками для такого «процесуально активного захисника» буде сам суд на свій власний суб’єктивний погляд.
09a8029573f127afe7eb,dd4e7ad7a086cca50c304fa48f0d63acef501b70,CCMatrix,What must we know before trying it?,"Що потрібно знати, перш ніж спробувати?"
b060ab9b24b3dc5648bc,028285cd8ea3650c692b577128e5695bc695f65f,CCMatrix,See a show at the English Theatre - continental Europe's largest english speaking theatre.,Побачити виставу у найбільшому англомовному театрі континентальної Європи.
23279be6d063f3dbb92c,026a87203f9560006280d25991d7369845fd668b,CCMatrix,Works from the Jeu de Paume on the west end of the Tuileries are also transferred to Orsay.,Роботи з Же де Пом на західному кінці Тюїльрі також передаються в Orsay.
962b9c68d1fba085f9a9,76af39b0e2956dd2e0e3abe9bed5c8d598f96bc4,CCMatrix,The post of public prosecutor is governed by Act No 283/1993.,Більш чітко завдання прокуратури окреслює Закон № 283/1993 Зб.
37ec36978e743d39ee45,97b3127fac5bbd209a6b0cf1697d59c4ec72cc26,CCMatrix,You check your email every two minutes.,Ви перевіряли пошту кожні дві хвилини
1770eba9a452872e908c,af2b64a603f0c7a9c27482f435417aae289ad230,CCMatrix,Arriving into St. Petersburg:,Прибуває в Санкт-Петербург:
7c9fc5480b21aef83a75,2d67968ec039d92321bb0dd45edf5e40283422c8,CCMatrix,"In the Federation of Employers of Ukraine we elaborate options on how we can help the budget, how we can support the army.","""Ми опрацьовуємо у Федерації роботодавців варіанти того, як ми можемо допомогти бюджету, як ми можемо допомогти армії."
e5fcfb36add5e65fae37,7376e654bd15452119a191573d7993c691f722fe,CCMatrix,Find likeness.,Знайди схожість
9a4a8facd18d5ed42de5,9dec0a71790ff51afb5e71647e837d72da3fefe1,CCMatrix,It is also worth remembering that some specific washing (cleaning) compositions may contain a high concentration of aggressive chemicals and (or) abrasive components.,"Також варто пам'ятати, що деякі специфічні миючі (чистячі) склади можуть містити високу концентрацію агресивних хімічних речовин і / або абразивні склади."
a402837c343d7d4426a2,6732d65ee083db463495f5002f1e2ed6816d401e,CCMatrix,"There are alarm bells, however.",Однак є тривожні дзвінки.
f53d47c00279dd99c0e2,0c19f87314fd7b1a58a2d0a47e81f98cac2771b4,CCMatrix,It was part of the reason I went out that day.,"Це була основна причина, чому я вийшов того дня."
8c2f7828a7478a445550,68f16001979b161e4143c38bccfa02c80cba9b41,CCMatrix,As an investigator...,Як дослідник ...
2624846e693c8420795b,948e53aa5d684810ea565fcf5e6cddcc1116e944,CCMatrix,"1976's Station to Station featured a darker version of this soul persona, called The Thin White Duke.","Альбом Station to Station (1976) показав більш темну сторону його соул-персони (іміджу), названу «Худий Білий Герцог» (англ. Thin White Duke)."
e54bf5a1b611bc2b0082,14f3741f0bc1225948dcf2b94759dc543243b2fb,CCMatrix,"""Consul"" is not just an online platform, but also a solid company with a well-deserved reputation, experienced staff and excellent service.","«Консул» - це не тільки онлайн майданчик, а й солідна компанія з заслуженою багаторічною репутацією, досвідченими співробітниками і чудовим сервісом обслуговування."
845ff2f6062316490ad5,fa35784041a884070789d30fd365d61920ab6ea9,CCMatrix,"Carriage-building industry has supplied also covered cars with the metal body, and increased to 4 m doorway.",Вагонобудівна промисловість постачала також криті вагони з металевим кузовом і збільшеним до 4 м дверним отвором.
9533b2c93e4e7784f48b,bdef84ce6ca276a28e4c9bce00c83d02c8491066,CCMatrix,The submarine called Turtle was designed by an American inventor David Bushnell.,Підводний човен під назвою «Черепаха» була розроблена американським винахідником Девідом Бушнелл.
55820c12ba8732d848ab,a809ae6b2d8a9ff09956c23fdff5e4e43c547422,CCMatrix,"The prayer hall inside the monastery is decorated with frescoes, there is also a rare three-dimensional mandala, which symbolizes the sphere of dwelling deities or the so-called ""pure lands of Buddhas"" ..","Молитовний зал всередині монастиря прикрашений фресками, тут же знаходитися рідкісна тривимірна мандала, яка символізує сферу проживання бож ЄСТВ або так звані «чисті землі будд»."
051b2e580faece8c34ef,5a216c9a2e97c03d914aa46f0c991f71670e4994,CCMatrix,Have you ever thought about how we get it?,"Ви коли-небудь замислювалися про те, як її дістати?"
fadd8223337607eea882,6cfd852a2b2ad49df219ab4e1f291e072b9b5e19,CCMatrix,The Master of Design Thinking and Customer Experience aims to create innovation professionals who have the conceptual and practical tools to successfully develop Innovation an ... +,"Майстер дизайнерського мислення та досвід роботи з клієнтами прагне створити інноваційних фахівців, які мають концептуальні та практичні інструменти для успішного розвитк ... [+]"
e50205d41dcc31a90e79,fbbd580602218a463be1f46ed6289efb068ae9f2,CCMatrix,I dedicated 20 years to the company.,Цій компанії я присвятив 20 років.
c397ac91dc5439e86c46,06e4e1392574db07353b1ac6e16970dc01196b33,CCMatrix,"If we live, it is by His forbearance.","А якщо й привертає, то через його занедбаність."
440ebac230050cd75c6d,786b59baccb25433ab104ebed3b6591deaf58d45,CCMatrix,For that I ask for your vote and your trust.,Для цього і прошу вашої підтримки та вашої довіри.
bb6dfb4cf765d7e3ec40,74af4d1a59e6b86e2ff912c49ab0e277ef16c1aa,CCMatrix,Lithuanian Art Museum.,Литовський художній Музей.
710a0b2c2b13e969e9ac,dac6e8547443a16d7c7c73428c48329d88d7d65c,CCMatrix,I want you to punish this pig.,Бажаю максимального терміну покарання цій свинію
89698644bc8fa68141a6,9f5b41bb78f3cfe47deaa8b2e0644b1ce9abe91a,CCMatrix,"However, it is worth noting that to travel to Europe should not focus on these nuances.","Втім, варто зауважити, що для туристичних поїздок в Європу не варто загострювати увагу на цих нюансах."
03c4b063a8831ed9799c,677c09fd1cb5e165b4554158fbce27c9fc7e5692,CCMatrix,Why do you want a Forum?,Навіщо потрібен форум?
00e8d352d03eaded14e3,6ce0aaefa81a6268c2f528bd1799c26cc32b65b6,CCMatrix,We need to empower schools to raise additional funds for non-profit foundations; use of grant support research projects and educational innovation; expanding the list of paid services provided by educational institutions.,"Потрібно розширити можливості навчальних закладів залучати додаткові кошти за рахунок некомерційних фондів; використання грантової підтримки дослідних проектів та освітніх інновацій; розширення списку платних послуг, що надаються навчальними закладами."
c6f4a2f9f68fbc9f46ba,1abab6bc5ddf68a730eabd9f5f6f85658fc53b94,CCMatrix,How to Keep Clinton Voters Away,Як утримати електорат Клінтон від голосування
b220ce480e41b8c96301,c7c7405ae8cb55c8d762032e0e075fe76cd4c633,CCMatrix,The majority of experiments in the social sciences are lab experiments where undergraduate students perform strange tasks in a lab for course credit.,"Більшість експериментів в соціальних науках є лабораторні експерименти , в яких студенти виконують дивні завдання в лабораторії для курсу кредиту."
7b6f97d9b1eaa29aa3c4,844b89fef440970044adff493188225401199b0f,CCMatrix,"But what I discovered was that many, many more admired my honesty and integrity.","Але, як виявилося, дуже багато людей захоплювалися моєю чесністю та прямотою."
dc69bc593cbaeab9e566,973f0b561bc13214f7932fd128eb234669d3fd49,CCMatrix,"Admiration is good, but in small doses.","Критика корисна, але в малих дозах."
d3d822696f888784f5bd,8f15a19f19cb1bcaef07f89c03af33d032a9cfcc,CCMatrix,"And what is most surprising is that the clothes that are worn on him are changed every six months, because it wears out, as if he does not lie, but walks around.","І що найдивовижніше - одяг, який на нього вдягнутий, міняють раз на півроку, тому що він зношується, ніби Святий не лежить в ракі, а ходить."
b66d2818f34d1846288d,5530ecaa590332062e60c111c32ef1a2b58f19ce,CCMatrix,"Since bacteria are capable of horizontal gene transfer, more and more strains are getting DNA that promotes drug resistance.","Оскільки бактерії здатні до горизонтального переносу генів, то все більше штамів отримують ДНК, що сприяє лікарській стійкості."
e69f9bd67f259bf59a24,3d60c8f8feca917160d787010bbfeebc28eb493c,CCMatrix,I can not believe that I have been living in England for nearly two years now!,"Аж не віриться, що ми в Англії вже два тижні!"
a0dc77ea1705caaba5da,8e2eb37e7a08b7446fe58d7c2a152397ee4c6769,CCMatrix,"It replaced the franc as the major unit of currency but, until 1974, the franc continued to circulate, with 1 dirham = 100 francs.","Він замінив марокканський франк, як основну грошову одиницю, але до 1974 року, франк все ще використовувався, з курсом 1 дирхам = 100 франків."
7993fe6c678bf670397b,e336656105574f313527ff331fa00764443ab7d8,CCMatrix,"“The victory of socialism in one country, even if this country is less developed in the capitalist sense, while capitalism is preserved in other countries, even if these countries are more developed in the capitalist sense – is quite possible and probable.”","Сталін стверджував, що «перемога соціалізму в одній країні, навіть якщо ця країна менш розвинена в капіталістичному відношенні, а капіталізм продовжує існувати в інших країнах, хоча і більш розвинених в капіталістичному відношенні, абсолютно можлива і вірогідна»."
b4ec14c8808f6cef001c,940ca96d210e50163d7f110b79c45e5c78961eff,CCMatrix,"She has also been a back-up dancer for Will Smith at the 2005 Nickelodeon Kids Choice Awards, and for OutKast at the 2004 Kid's Choice Awards.","Вона також була танцівницею у Вілла Сміта на премії ""Nickelodeon Kids Choice Awards"" у 2005 році, і у OutKast на врученні премії ""Kid's Choice Awards"" у 2004 році."
a9c966b4c72289e37d78,ae1283e151beac8b1cec137a1415bdd6421ac8ab,CCMatrix,"strategic stability and equitable strategic partnership, on the basis of Russia’s active participation in the development of the multipolar model of the international system.","- стратегічна стабільність і рівноправне стратегічне партнерство, які зміцнюються на основі активної участі Росії в розвитку багатополярної моделі світоустрою."
da8f6842a1ef356fc7ce,7be27a850e3aae8e5b2c659cfe94f320c47a8913,CCMatrix,- Which historic period is the most interesting for you?,– Який історичний період для Вас найцікавіший?
cc800bdf827d93f13e4b,fd1486556d90d86d331b4fc4b80a383668e437c9,CCMatrix,The same might be said of the future.,Те ж саме можна сказати і про майбутнє.
e56229816be0b8f7730c,d5969d7c372f4204adec13a82af90a396b86904f,CCMatrix,Maybe this is a wrong feeling.,Це може бути помилкове відчуття.
9144ff676ea909c9b978,b85c5e0dd860cced371f80ec7c3642d4d8a8dccf,CCMatrix,I even was on the poster!,Навіть на блокпості грали!
c47768718f4613d33c4a,7cadf4089358465625975004263aee218b5ef87e,CCMatrix,"In 2004, he owned the professional team “Michael Jordan Motorsports.”",З 2004 року зірка володіє професійною командою з назвою «Майкл Джордан Моторспортс».
66916ee0f8fdea30eb3e,4967f321a1d0f3e70d2f69858ddfd3ecc18793de,CCMatrix,Genetic algorithms — adaptive search methods that have been commonly used for solving tasks of functional optimization lately.,"Генетичні Алгоритми - адаптивні методи пошуку, які останнім часом часто використовуються для вирішення задач функціональної оптимізації."
2c221f109988890fbbe0,ad66d76049f2a8dcaf9dba95253e1c0d304b828a,CCMatrix,What questions would you like answered at the seminar?,Відповіді на які питання Ви б хотіли одержати на семінарі?
03c517a9f4a2c3db4140,6190e519c3cc31ce568b6226cb8f5ec710fc6a75,CCMatrix,"Prof David Spiegelhalter, of the University of Cambridge, said: “This is a massive and very impressive study.",Професор Девід Шпігельхалтер з Кембриджського університету додав: “Це масштабне і вражаюче дослідження.
c23503ad997563a0c99d,614885e3c2594757ae2ed13ddb2811a365f58ea6,CCMatrix,"""Angry, of course.","«Засмутився, звичайно."
7ffd1f45f40dd1342593,91690e37cac6efa7052d9445c964f6bc30f5d5ba,CCMatrix,Internal regulations of the club,Внутрішні правила клубу
d3c1d1596e15f312fe26,9c614fe01ff0021d39492317cbbea8dd581a3b16,CCMatrix,We’re playing at a different level now.,Зараз ми граємо на іншому рівні.
cb9d605521e6edb0fed7,1db3ca67955ba3523a1bc897aca84927657831c2,CCMatrix,"CHRISTIE: Yes, that’s what I wanted to talk more about.","Вікторія Амеліна: Так, але це саме те, про що я хотіла поговорити."
79c42a9ac9b10403a460,757d25c3fbf701c83ba11ef17aea33165a8a14ec,CCMatrix,Patan is one of the three royal cities in the Kathmandu Valley.,Патан – одне з трьох королівських міст в долині Катманду.
290c5b815905bf935fcf,eaaf79b98cc2926c54f09ff774473831adcd19cc,CCMatrix,This is especially useful for those operators who shared the DEF-codes.,"Особливо це корисно для тих операторів, які користуються загальними DEF-кодами."
